,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,Species,Family,Order
5191,5192,Spectrogram 1,1,2595.5,2596.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905471136_02526_1.wav,,,passerine
5192,5193,Spectrogram 1,1,2596.0,2596.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905485944_07184_1.wav,,,passerine
5193,5194,Spectrogram 1,1,2596.5,2597.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905586840_02368_1.wav,,,passerine
5194,5195,Spectrogram 1,1,2597.0,2597.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905617224_02526_1.wav,swth,thrush,passerine
5195,5196,Spectrogram 1,1,2597.5,2598.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905660831_02210_1.wav,,,passerine
5196,5197,Spectrogram 1,1,2598.0,2598.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905690784_02447_1.wav,,,passerine
5197,5198,Spectrogram 1,1,2598.5,2599.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905802960_02605_1.wav,swth,thrush,passerine
5198,5199,Spectrogram 1,1,2599.0,2599.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905808479_06868_1.wav,,,passerine
5199,5200,Spectrogram 1,1,2599.5,2600.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905820048_02526_1.wav,swth,thrush,passerine
5200,5201,Spectrogram 1,1,2600.0,2600.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905851655_02447_1.wav,swth,thrush,passerine
5201,5202,Spectrogram 1,1,2600.5,2601.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905865408_02684_1.wav,swth,thrush,passerine
5202,5203,Spectrogram 1,1,2601.0,2601.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905887128_02763_1.wav,swth,thrush,passerine
5203,5204,Spectrogram 1,1,2601.5,2602.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905892119_02921_1.wav,,,passerine
5204,5205,Spectrogram 1,1,2602.0,2602.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905930304_02605_1.wav,swth,thrush,passerine
5205,5206,Spectrogram 1,1,2602.5,2603.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905945184_06710_1.wav,woth,thrush,passerine
5206,5207,Spectrogram 1,1,2603.0,2603.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905947824_06474_1.wav,,,passerine
5207,5208,Spectrogram 1,1,2603.5,2604.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905990544_03316_1.wav,,thrush,passerine
5208,5209,Spectrogram 1,1,2604.0,2604.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906030479_02763_1.wav,,,passerine
5209,5210,Spectrogram 1,1,2604.5,2605.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906053400_02763_1.wav,swth,thrush,passerine
5210,5211,Spectrogram 1,1,2605.0,2605.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906065232_02290_1.wav,swth,thrush,passerine
5211,5212,Spectrogram 1,1,2605.5,2606.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906071975_03947_1.wav,gcth,thrush,passerine
5212,5213,Spectrogram 1,1,2606.0,2606.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906140808_02763_1.wav,,,passerine
5213,5214,Spectrogram 1,1,2606.5,2607.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906157344_04184_1.wav,gcth,thrush,passerine
5214,5215,Spectrogram 1,1,2607.0,2607.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906206136_02684_1.wav,swth,thrush,passerine
5215,5216,Spectrogram 1,1,2607.5,2608.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906206928_06474_1.wav,swth,thrush,passerine
5216,5217,Spectrogram 1,1,2608.0,2608.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906428664_02763_1.wav,swth,thrush,passerine
5217,5218,Spectrogram 1,1,2608.5,2609.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906441983_03158_1.wav,gcth,thrush,passerine
5218,5219,Spectrogram 1,1,2609.0,2609.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906742008_02447_1.wav,swth,thrush,passerine
5219,5220,Spectrogram 1,1,2609.5,2610.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906786048_02684_1.wav,,,passerine
5220,5221,Spectrogram 1,1,2610.0,2610.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906810672_06868_1.wav,,,passerine
5221,5222,Spectrogram 1,1,2610.5,2611.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906894216_02605_1.wav,swth,thrush,passerine
5222,5223,Spectrogram 1,1,2611.0,2611.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_906985295_07895_1.wav,,sparrow,passerine
5223,5224,Spectrogram 1,1,2611.5,2612.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907007184_02447_1.wav,swth,thrush,passerine
5224,5225,Spectrogram 1,1,2612.0,2612.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907020840_02526_1.wav,,,passerine
5225,5226,Spectrogram 1,1,2612.5,2613.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907045992_02684_1.wav,,,passerine
5226,5227,Spectrogram 1,1,2613.0,2613.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907147128_02842_1.wav,,,passerine
5227,5228,Spectrogram 1,1,2613.5,2614.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907156248_02684_1.wav,,,passerine
5228,5229,Spectrogram 1,1,2614.0,2614.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907176912_02921_1.wav,,thrush,passerine
5229,5230,Spectrogram 1,1,2614.5,2615.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907177704_06632_1.wav,,warbler,passerine
5230,5231,Spectrogram 1,1,2615.0,2615.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907231464_06790_1.wav,,warbler,passerine
5231,5232,Spectrogram 1,1,2615.5,2616.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907302744_02447_1.wav,,,passerine
5232,5233,Spectrogram 1,1,2616.0,2616.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907373760_07263_1.wav,,,passerine
5233,5234,Spectrogram 1,1,2616.5,2617.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907393464_02763_1.wav,,thrush,passerine
5234,5235,Spectrogram 1,1,2617.0,2617.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907401696_02921_1.wav,,thrush,passerine
5235,5236,Spectrogram 1,1,2617.5,2618.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907458431_06868_1.wav,,,passerine
5236,5237,Spectrogram 1,1,2618.0,2618.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907471655_06632_1.wav,baww,warbler,passerine
5237,5238,Spectrogram 1,1,2618.5,2619.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907518504_02684_1.wav,,thrush,passerine
5238,5239,Spectrogram 1,1,2619.0,2619.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907564751_02763_1.wav,,,passerine
5239,5240,Spectrogram 1,1,2619.5,2620.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907584888_03237_1.wav,,thrush,passerine
5240,5241,Spectrogram 1,1,2620.0,2620.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907677288_04026_1.wav,,,passerine
5241,5242,Spectrogram 1,1,2620.5,2621.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907727904_02763_1.wav,,,passerine
5242,5243,Spectrogram 1,1,2621.0,2621.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907762224_07105_1.wav,,warbler,passerine
5243,5244,Spectrogram 1,1,2621.5,2622.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907763376_03000_1.wav,,thrush,passerine
5244,5245,Spectrogram 1,1,2622.0,2622.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907782720_03632_1.wav,,,passerine
5245,5246,Spectrogram 1,1,2622.5,2623.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907820376_03316_1.wav,,thrush,passerine
5246,5247,Spectrogram 1,1,2623.0,2623.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907842360_02842_1.wav,,,passerine
5247,5248,Spectrogram 1,1,2623.5,2624.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907878528_03316_1.wav,,,passerine
5248,5249,Spectrogram 1,1,2624.0,2624.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907931592_02921_1.wav,,thrush,passerine
5249,5250,Spectrogram 1,1,2624.5,2625.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_907990104_03237_1.wav,,,passerine
5250,5251,Spectrogram 1,1,2625.0,2625.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908033544_03079_1.wav,woth,thrush,passerine
5251,5252,Spectrogram 1,1,2625.5,2626.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908080176_03197_1.wav,,,passerine
5252,5253,Spectrogram 1,1,2626.0,2626.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908105712_06868_1.wav,,,passerine
5253,5254,Spectrogram 1,1,2626.5,2627.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908139864_04026_1.wav,gcth,thrush,passerine
5254,5255,Spectrogram 1,1,2627.0,2627.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908140655_02921_1.wav,gcth,thrush,passerine
5255,5256,Spectrogram 1,1,2627.5,2628.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908178912_02763_1.wav,,,passerine
5256,5257,Spectrogram 1,1,2628.0,2628.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908187768_04895_1.wav,woth,thrush,passerine
5257,5258,Spectrogram 1,1,2628.5,2629.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908188200_02921_1.wav,woth,thrush,passerine
5258,5259,Spectrogram 1,1,2629.0,2629.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908248536_03237_1.wav,,,passerine
5259,5260,Spectrogram 1,1,2629.5,2630.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908284440_02526_1.wav,,,passerine
5260,5261,Spectrogram 1,1,2630.0,2630.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908388648_07026_1.wav,,,passerine
5261,5262,Spectrogram 1,1,2630.5,2631.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908392511_07105_1.wav,,,passerine
5262,5263,Spectrogram 1,1,2631.0,2631.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908402400_03237_1.wav,gcth,thrush,passerine
5263,5264,Spectrogram 1,1,2631.5,2632.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908453111_07026_1.wav,,,passerine
5264,5265,Spectrogram 1,1,2632.0,2632.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908483688_03000_1.wav,,,passerine
5265,5266,Spectrogram 1,1,2632.5,2633.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908511791_02842_1.wav,swth,thrush,passerine
5266,5267,Spectrogram 1,1,2633.0,2633.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908515992_02526_1.wav,swth,thrush,passerine
5267,5268,Spectrogram 1,1,2633.5,2634.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908537712_02368_1.wav,,,passerine
5268,5269,Spectrogram 1,1,2634.0,2634.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908565912_02684_1.wav,swth,thrush,passerine
5269,5270,Spectrogram 1,1,2634.5,2635.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908595240_02684_1.wav,swth,thrush,passerine
5270,5271,Spectrogram 1,1,2635.0,2635.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908620824_06395_1.wav,,,passerine
5271,5272,Spectrogram 1,1,2635.5,2636.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908672640_02763_1.wav,swth,thrush,passerine
5272,5273,Spectrogram 1,1,2636.0,2636.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908697600_06079_1.wav,,,passerine
5273,5274,Spectrogram 1,1,2636.5,2637.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908752511_06790_1.wav,,,passerine
5274,5275,Spectrogram 1,1,2637.0,2637.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908756448_06474_1.wav,,,passerine
5275,5276,Spectrogram 1,1,2637.5,2638.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908860751_07184_1.wav,,warbler,passerine
5276,5277,Spectrogram 1,1,2638.0,2638.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908888255_02526_1.wav,,,passerine
5277,5278,Spectrogram 1,1,2638.5,2639.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908912760_03000_1.wav,swth,thrush,passerine
5278,5279,Spectrogram 1,1,2639.0,2639.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908922935_06868_1.wav,,,passerine
5279,5280,Spectrogram 1,1,2639.5,2640.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908934479_06237_1.wav,,warbler,passerine
5280,5281,Spectrogram 1,1,2640.0,2640.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908964888_02526_1.wav,swth,thrush,passerine
5281,5282,Spectrogram 1,1,2640.5,2641.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908977128_02210_1.wav,swth,thrush,passerine
5282,5283,Spectrogram 1,1,2641.0,2641.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_908980295_02763_1.wav,swth,thrush,passerine
5283,5284,Spectrogram 1,1,2641.5,2642.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909009096_02447_1.wav,swth,thrush,passerine
5284,5285,Spectrogram 1,1,2642.0,2642.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909032760_02447_1.wav,swth,thrush,passerine
5285,5286,Spectrogram 1,1,2642.5,2643.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909086255_03000_1.wav,,,passerine
5286,5287,Spectrogram 1,1,2643.0,2643.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909122328_03316_1.wav,woth,thrush,passerine
5287,5288,Spectrogram 1,1,2643.5,2644.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909136872_02447_1.wav,,,passerine
5288,5289,Spectrogram 1,1,2644.0,2644.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909182064_03553_1.wav,gcth,thrush,passerine
5289,5290,Spectrogram 1,1,2644.5,2645.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909193104_02526_1.wav,,,passerine
5290,5291,Spectrogram 1,1,2645.0,2645.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909205632_03316_1.wav,,,passerine
5291,5292,Spectrogram 1,1,2645.5,2646.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909214032_03710_1.wav,,,passerine
5292,5293,Spectrogram 1,1,2646.0,2646.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909214632_02763_1.wav,,,passerine
5293,5294,Spectrogram 1,1,2646.5,2647.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909297048_06947_1.wav,,warbler,passerine
5294,5295,Spectrogram 1,1,2647.0,2647.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909304680_03395_1.wav,gcth,thrush,passerine
5295,5296,Spectrogram 1,1,2647.5,2648.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909325608_07658_1.wav,wtsp,sparrow,passerine
5296,5297,Spectrogram 1,1,2648.0,2648.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909332255_02368_1.wav,swth,thrush,passerine
5297,5298,Spectrogram 1,1,2648.5,2649.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909398975_02921_1.wav,swth,thrush,passerine
5298,5299,Spectrogram 1,1,2649.0,2649.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909405216_02763_1.wav,,,passerine
5299,5300,Spectrogram 1,1,2649.5,2650.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909439440_02921_1.wav,swth,thrush,passerine
5300,5301,Spectrogram 1,1,2650.0,2650.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909465192_02763_1.wav,swth,thrush,passerine
5301,5302,Spectrogram 1,1,2650.5,2651.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909473592_02605_1.wav,swth,thrush,passerine
5302,5303,Spectrogram 1,1,2651.0,2651.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909544368_02763_1.wav,swth,thrush,passerine
5303,5304,Spectrogram 1,1,2651.5,2652.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909555648_07342_1.wav,,,passerine
5304,5305,Spectrogram 1,1,2652.0,2652.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909593232_03395_1.wav,gcth,thrush,passerine
5305,5306,Spectrogram 1,1,2652.5,2653.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909602159_02763_1.wav,swth,thrush,passerine
5306,5307,Spectrogram 1,1,2653.0,2653.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909613032_02447_1.wav,swth,thrush,passerine
5307,5308,Spectrogram 1,1,2653.5,2654.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909715824_04105_1.wav,,,passerine
5308,5309,Spectrogram 1,1,2654.0,2654.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909816288_02605_1.wav,swth,thrush,passerine
5309,5310,Spectrogram 1,1,2654.5,2655.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909823992_03158_1.wav,gcth,thrush,passerine
5310,5311,Spectrogram 1,1,2655.0,2655.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909851304_06790_1.wav,cmwa,warbler,passerine
5311,5312,Spectrogram 1,1,2655.5,2656.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909886176_02368_1.wav,swth,thrush,passerine
5312,5313,Spectrogram 1,1,2656.0,2656.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909926808_02447_1.wav,swth,thrush,passerine
5313,5314,Spectrogram 1,1,2656.5,2657.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_909941496_02842_1.wav,,,passerine
5314,5315,Spectrogram 1,1,2657.0,2657.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910043784_03632_1.wav,gcth,thrush,passerine
5315,5316,Spectrogram 1,1,2657.5,2658.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910066799_03237_1.wav,gcth,thrush,passerine
5316,5317,Spectrogram 1,1,2658.0,2658.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910090632_02447_1.wav,swth,thrush,passerine
5317,5318,Spectrogram 1,1,2658.5,2659.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910096848_02684_1.wav,,warbler,passerine
5318,5319,Spectrogram 1,1,2659.0,2659.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910098335_07026_1.wav,,warbler,passerine
5319,5320,Spectrogram 1,1,2659.5,2660.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910116192_03237_1.wav,gcth,thrush,passerine
5320,5321,Spectrogram 1,1,2660.0,2660.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910121544_03395_1.wav,gcth,thrush,passerine
5321,5322,Spectrogram 1,1,2660.5,2661.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910121904_07579_1.wav,wtsp,sparrow,passerine
5322,5323,Spectrogram 1,1,2661.0,2661.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910127592_03079_1.wav,swth,thrush,passerine
5323,5324,Spectrogram 1,1,2661.5,2662.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910129344_07026_1.wav,,,passerine
5324,5325,Spectrogram 1,1,2662.0,2662.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910151712_02447_1.wav,swth,thrush,passerine
5325,5326,Spectrogram 1,1,2662.5,2663.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910159032_02684_1.wav,,,passerine
5326,5327,Spectrogram 1,1,2663.0,2663.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910174872_03000_1.wav,swth,thrush,passerine
5327,5328,Spectrogram 1,1,2663.5,2664.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910218312_02368_1.wav,,,passerine
5328,5329,Spectrogram 1,1,2664.0,2664.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910238904_03079_1.wav,,,passerine
5329,5330,Spectrogram 1,1,2664.5,2665.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910272696_03395_1.wav,gcth,thrush,passerine
5330,5331,Spectrogram 1,1,2665.0,2665.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910285320_02605_1.wav,,,passerine
5331,5332,Spectrogram 1,1,2665.5,2666.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910320071_02763_1.wav,,,passerine
5332,5333,Spectrogram 1,1,2666.0,2666.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910342751_02842_1.wav,swth,thrush,passerine
5333,5334,Spectrogram 1,1,2666.5,2667.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910350288_07658_1.wav,oven,warbler,passerine
5334,5335,Spectrogram 1,1,2667.0,2667.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910362192_06632_1.wav,,,passerine
5335,5336,Spectrogram 1,1,2667.5,2668.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910395048_02290_1.wav,swth,thrush,passerine
5336,5337,Spectrogram 1,1,2668.0,2668.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910399944_07026_1.wav,swth,thrush,passerine
5337,5338,Spectrogram 1,1,2668.5,2669.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910400040_02526_1.wav,swth,thrush,passerine
5338,5339,Spectrogram 1,1,2669.0,2669.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910404408_02526_1.wav,woth,thrush,passerine
5339,5340,Spectrogram 1,1,2669.5,2670.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910417560_02684_1.wav,,,passerine
5340,5341,Spectrogram 1,1,2670.0,2670.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910516344_02684_1.wav,woth,thrush,passerine
5341,5342,Spectrogram 1,1,2670.5,2671.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910530696_02842_1.wav,,,passerine
5342,5343,Spectrogram 1,1,2671.0,2671.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910571255_06947_1.wav,,,passerine
5343,5344,Spectrogram 1,1,2671.5,2672.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910594368_03079_1.wav,gcth,thrush,passerine
5344,5345,Spectrogram 1,1,2672.0,2672.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910613376_02368_1.wav,swth,thrush,passerine
5345,5346,Spectrogram 1,1,2672.5,2673.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910643928_02447_1.wav,swth,thrush,passerine
5346,5347,Spectrogram 1,1,2673.0,2673.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910657944_02368_1.wav,swth,thrush,passerine
5347,5348,Spectrogram 1,1,2673.5,2674.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910677648_03316_1.wav,gcth,thrush,passerine
5348,5349,Spectrogram 1,1,2674.0,2674.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910707696_03079_1.wav,gcth,thrush,passerine
5349,5350,Spectrogram 1,1,2674.5,2675.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910759440_07895_1.wav,savs,sparrow,passerine
5350,5351,Spectrogram 1,1,2675.0,2675.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_910776168_02763_1.wav,woth,thrush,passerine
